id,date,mean_ndvi
1,2019-01-01,0.8242764544932433
1,2019-01-10,
1,2019-01-17,0.8052775122624996
1,2019-01-26,0.706564452248539
1,2019-02-02,
1,2019-02-11,0.7105784690554643
1,2019-02-18,0.7177808973087338
1,2019-02-27,0.7732659176088862
1,2019-03-06,
1,2019-03-15,
1,2019-03-22,
1,2019-04-07,0.7280412412425185
1,2019-04-16,0.6587857673621401
1,2019-04-23,0.6466265481397743
1,2019-05-02,
1,2019-05-09,0.6865713069733468
1,2019-05-18,
1,2019-05-25,
1,2019-06-03,
1,2019-06-10,
1,2019-06-19,0.7694823841948972
1,2019-06-26,0.796532012892523
1,2019-07-05,0.8400290860572402
1,2019-07-12,0.8572722933548846
1,2019-07-21,
1,2019-07-28,
1,2019-08-06,0.790452394221723
1,2019-08-13,0.8811970897917872
1,2019-08-22,
1,2019-08-29,0.7854351126522087
1,2019-09-07,
1,2019-09-14,
1,2019-09-23,0.8461389742175004
1,2019-10-09,
1,2019-10-16,
1,2019-10-25,
1,2019-11-01,
1,2019-11-10,
1,2019-11-17,
1,2019-11-26,0.825523264188962
1,2019-12-03,0.7639880327400511
1,2019-12-12,
1,2019-12-28,0.7398372316787932
1,2020-01-13,
1,2020-01-20,0.7612289833013735
1,2020-01-29,0.7207183982171173
1,2020-02-05,0.7433037741815798
1,2020-02-14,
1,2020-03-01,0.759539211566022
1,2020-03-08,
1,2020-03-17,
1,2020-03-24,0.7692836824724851
1,2020-04-02,0.7314844188927812
1,2020-04-09,
1,2020-04-18,0.7170350288766753
1,2020-04-25,
1,2020-05-04,0.723803487419424
1,2020-05-11,
1,2020-05-20,0.7439905103165377
1,2020-05-27,
1,2020-06-05,
1,2020-06-12,
1,2020-06-21,0.7652985401660085
1,2020-06-28,
1,2020-07-07,
1,2020-07-14,0.7720083034988929
1,2020-07-23,
1,2020-07-30,
1,2020-08-08,
1,2020-08-15,
1,2020-08-24,
1,2020-09-09,
1,2020-09-16,
1,2020-09-25,
1,2020-10-11,
1,2020-10-18,
1,2020-10-27,
1,2020-11-12,0.7589634115516377
1,2020-11-28,0.7451764171154662
1,2020-12-14,
1,2020-12-21,
1,2021-01-06,0.7657523274647686
1,2021-01-15,
1,2021-01-22,0.7502879746609067
1,2021-02-07,0.7313092267306345
1,2021-02-16,0.7245382151707935
1,2021-02-23,
1,2021-03-04,
1,2021-03-11,
1,2021-03-20,
1,2021-03-27,0.7626392031048967
1,2021-04-05,
1,2021-04-12,0.7581307337721555
1,2021-04-21,
1,2021-04-28,0.7419985499767294
1,2021-05-07,
1,2021-05-14,
1,2021-05-23,
1,2021-05-30,
1,2021-06-08,
1,2021-06-15,
1,2021-06-24,
1,2021-07-01,
1,2021-07-10,
1,2021-07-17,
1,2021-07-26,
1,2021-08-02,0.8434027783645933
1,2021-08-11,0.8534326108128957
1,2021-08-18,0.8121417315955203
1,2021-08-27,
1,2021-09-03,0.6297734812142165
1,2021-09-12,
1,2021-09-19,
1,2021-09-28,
1,2021-10-05,
1,2021-10-14,0.7699296846840721
1,2021-10-30,0.7800626838743503
1,2021-11-06,
1,2021-11-15,
1,2021-11-22,
1,2021-12-01,0.850119460510225
1,2021-12-08,0.7917982208488769
1,2021-12-09,0.7712963429332723
1,2021-12-16,
1,2021-12-17,
1,2021-12-24,0.8004626572729151
1,2021-12-25,0.7655145838310925
1,2022-01-01,0.7732851633983198
1,2022-01-02,0.7553591554900247
1,2022-01-09,0.7717742528420994
1,2022-01-10,
1,2022-01-17,0.7424775995506898
1,2022-01-18,0.7467301915519522
1,2022-01-25,0.7856314045453952
1,2022-01-26,0.7398267409094607
1,2022-02-02,0.7441398667597653
1,2022-02-03,0.745873938616482
1,2022-02-10,0.7549502010876353
1,2022-02-11,
1,2022-02-18,0.7424943654238753
1,2022-02-19,
1,2022-02-26,
1,2022-02-27,
1,2022-03-06,0.7516959128426621
1,2022-03-07,0.7392513143161926
1,2022-03-14,
1,2022-03-22,0.7651689088224932
1,2022-03-23,0.6270462059729619
1,2022-03-30,0.759455203909828
1,2022-04-07,
1,2022-04-08,
1,2022-04-15,
1,2022-04-16,0.7443273477333807
1,2022-04-23,
1,2022-04-24,0.5414516446780422
1,2022-05-01,
1,2022-05-02,0.7293753646494495
1,2022-05-09,
1,2022-05-10,
1,2022-05-17,
1,2022-05-18,
1,2022-05-25,
1,2022-05-26,
1,2022-06-03,
1,2022-06-10,0.6327632745841554
1,2022-06-11,
1,2022-06-26,
1,2022-06-27,
1,2022-07-04,
1,2022-07-05,
1,2022-07-12,
1,2022-07-13,
1,2022-07-20,0.7689954613274825
1,2022-07-21,0.7707807959630628
1,2022-07-28,
1,2022-07-29,
1,2022-08-05,0.7832328354576372
1,2022-08-06,
1,2022-08-13,0.8269810442454322
1,2022-08-14,0.7725314265147308
1,2022-08-21,
1,2022-08-22,
1,2022-08-29,
1,2022-08-30,
1,2022-09-06,
1,2022-09-07,
1,2022-09-14,
